,experiment,model,sampling,epoch,iou,acc,precision,recall
275,experiment7,sup,even,06,0.5652205964534301,0.9960554221036857,0.758863776407748,0.6889609034412392
276,experiment7,sup,even,07,0.41538305170880446,0.9900723315367312,0.4251289893063704,0.9476973379092849
277,experiment7,sup,even,08,0.4857351568524005,0.9958990698258442,0.879392431352188,0.5204033716723866
278,experiment7,sup,even,09,0.44120465840014217,0.9910434977344346,0.4516702448112311,0.9501031907986273
279,experiment7,sup,even,10,0.3133831307651032,0.9947822524307202,0.9384867833731518,0.31995524533902236
280,experiment8,ae,uneven,01,0.6460973495734683,0.996652503556599,0.7519764262390826,0.8210683146275856
281,experiment8,ae,uneven,02,0.6693008656212838,0.9969041731193174,0.7655978551713412,0.8418021287450144
282,experiment8,ae,uneven,03,0.6636330430889232,0.9969204404875378,0.7801451053939426,0.8162971895000464
283,experiment8,ae,uneven,04,0.45230379092749806,0.9915846574122458,0.4673125383540717,0.9336999118820146
284,experiment8,ae,uneven,05,0.5073997482176202,0.9934321255927125,0.5345805800481441,0.9089196271217883
285,experiment8,ae,uneven,06,0.5929191543420627,0.9954648130784463,0.6411179375070672,0.8874727529913737
286,experiment8,ae,uneven,07,0.45674534575877807,0.9917080003089506,0.4713060955403608,0.9366449077080048
287,experiment8,ae,uneven,08,0.6594918600768997,0.9966774008283844,0.7354632383037691,0.8645794685094147
288,experiment8,ae,uneven,09,0.5631665130103339,0.9945207016284197,0.580722515466258,0.9490538911047213
289,experiment8,ae,uneven,10,0.6194201737475903,0.9960643756286346,0.6885038332923645,0.8605938688433356
290,experiment8,sup,uneven,01,0.2418109025893996,0.9787375788719249,0.24765573477281447,0.9110790974863185
291,experiment8,sup,uneven,02,0.20977295131591878,0.9731067178189817,0.21166400779877723,0.9591497773861423
292,experiment8,sup,uneven,03,0.03231794611980456,0.7824221377738214,0.03234335120700586,0.9762719135516186
293,experiment8,sup,uneven,04,0.5406709864319252,0.9943351371270102,0.5769286051621116,0.8958671505426212
294,experiment8,sup,uneven,05,0.45193614878350563,0.9916762638385898,0.46985882377266475,0.9221663111028662
295,experiment8,sup,uneven,06,0.07413175308954678,0.9091487765169968,0.07425958025077473,0.9773067201558298
296,experiment8,sup,uneven,07,0.036042405283354416,0.8025556380670225,0.036053083946326024,0.9918490863556256
297,experiment8,sup,uneven,08,0.3557167984437538,0.9917969314651893,0.46129809171376585,0.6084836749837678
298,experiment8,sup,uneven,09,0.5350667342456497,0.9940627557957353,0.5619200374724546,0.9180096929783879
299,experiment8,sup,uneven,10,0.2869536657416859,0.9917563277689153,0.44616763965135037,0.4457175818569706
300,experiment8,ae,even,01,0.630913995127865,0.9965252987780489,0.7508208971505869,0.7980040116872276
301,experiment8,ae,even,02,0.6196111853319206,0.9964371011636131,0.7510847531453653,0.7797224283461646
302,experiment8,ae,even,03,0.39662061636556856,0.9895877408767896,0.4108781950407657,0.9195488591039792
303,experiment8,ae,even,04,0.6242934147819189,0.9961067700298983,0.6890553151592169,0.8691505889991652
304,experiment8,ae,even,05,0.58759695507048,0.9962948156285828,0.7740240596461594,0.7092715193395789
305,experiment8,ae,even,06,0.6267181208528626,0.9965858375515583,0.770930900607601,0.7701309015861237
306,experiment8,ae,even,07,0.5736061706494785,0.9960379896984841,0.7424617187852195,0.7160832714961506
307,experiment8,ae,even,08,0.6319228355300103,0.9963939516457874,0.7245263296099541,0.8317671134403116
308,experiment8,ae,even,09,0.4087095312751486,0.9914399339294583,0.4568768335529571,0.7949430711436787
309,experiment8,ae,even,10,0.5747954752949274,0.9953879206376809,0.6468646052048405,0.8376397133846581
310,experiment8,sup,even,01,0.0012134453119061227,0.9923462248271107,0.040560888386975344,0.001249304331694648
311,experiment8,sup,even,02,0.0890739064165301,0.993140391702693,0.8848978197757158,0.09011803172247472
312,experiment8,sup,even,03,0.05613112605901268,0.8769224512550684,0.0561844663747593,0.983367730266209
313,experiment8,sup,even,04,0.4903444001035213,0.9931171556873438,0.5220862015883627,0.8896872970967443
314,experiment8,sup,even,05,0.41677613425260196,0.990287021962673,0.42973353120245567,0.93253466747055
315,experiment8,sup,even,06,0.21466300729746302,0.9737192252245177,0.2163410558160327,0.9651267275762916
316,experiment8,sup,even,07,0.6684965703619729,0.9968771399463997,0.7610551401186864,0.8460746915870513
317,experiment8,sup,even,08,0.6365382076269321,0.9966147261537426,0.7601331072464891,0.7965344123921714
318,experiment8,sup,even,09,0.6389456755799057,0.9968564281778434,0.8149113824838188,0.7474115341805028
319,experiment8,sup,even,10,0.3275858266042923,0.9855302838418432,0.333692142088267,0.9470944253779798
320,experiment9,ae,uneven,01,0.5791997674869211,0.9953145017331004,0.6359659853669849,0.866469367405621
321,experiment9,ae,uneven,02,0.36141749481271157,0.9881411101421648,0.3762346421820407,0.9017397504869679
322,experiment9,ae,uneven,03,0.5867910539430737,0.9959358116402728,0.70693988219034,0.7754121834709211
323,experiment9,ae,uneven,04,0.4547046531892154,0.9916561345885241,0.4696024952892969,0.9347810963732492
324,experiment9,ae,uneven,05,0.6602168328048772,0.9969782176919064,0.8019365808092268,0.7888472776180318
325,experiment9,ae,uneven,06,0.6323421071682558,0.9962746432289993,0.7043430002561403,0.8608373527502087
326,experiment9,ae,uneven,07,0.606608934012637,0.9958386173513704,0.6717833120265259,0.862118541879232
327,experiment9,ae,uneven,08,0.5629811793699776,0.9946285969977429,0.5880270392663389,0.929665035710973
328,experiment9,ae,uneven,09,0.5623348415009038,0.9946615200798439,0.5906104228319206,0.9215431082459883
329,experiment9,ae,uneven,10,0.6368626441066582,0.9962276318293282,0.6919638323942422,0.8888611909841387
330,experiment9,sup,uneven,01,0.2174646434672882,0.9765591538897349,0.22442450775623063,0.8751913087839718
331,experiment9,sup,uneven,02,0.5466263871916232,0.9952694967860082,0.6559980545374687,0.766278638345237
332,experiment9,sup,uneven,03,0.10702290969814153,0.9660923106264749,0.11747792923008797,0.5459836749837678
333,experiment9,sup,uneven,04,0.02913741396853742,0.7810317308609235,0.029250435444960508,0.882916125591318
334,experiment9,sup,uneven,05,0.18821755137474575,0.9861804823511999,0.2506239695431986,0.4304853445877006
335,experiment9,sup,uneven,06,0.26619772578607337,0.9911660423650596,0.41084527299883833,0.4305520128002968
336,experiment9,sup,uneven,07,0.5802830707724983,0.9962309974917185,0.7722530415181212,0.7000915963268713
337,experiment9,sup,uneven,08,0.5155786324989232,0.9938366954718465,0.5540479470526922,0.8813131898710694
338,experiment9,sup,uneven,09,0.5405604166065051,0.9948512053602057,0.6168016536732063,0.813891336610704
339,experiment9,sup,uneven,10,0.39093437010915333,0.9901849949277742,0.4207870997492579,0.8463993367962156
340,experiment9,ae,even,01,0.6337271776918776,0.996749568396948,0.7971370818540162,0.7555856367683889
341,experiment9,ae,even,02,0.6311803345801001,0.9965791062267775,0.7616427897785961,0.7865457749744922
342,experiment9,ae,even,03,0.6308172565443005,0.9966983283445299,0.789952751528627,0.7579509090065857
343,experiment9,ae,even,04,0.5925092769844367,0.9966428812141239,0.85988628848975,0.6558268017809109
344,experiment9,ae,even,05,0.48351144330056295,0.9935132466862249,0.5427376466913225,0.8158652954271404
345,experiment9,ae,even,06,0.6445035395868074,0.9968678196505493,0.8059076768567509,0.7629249373898526
346,experiment9,ae,even,07,0.4774118248038306,0.993025484536723,0.5190883972073991,0.8560372414432799
347,experiment9,ae,even,08,0.6102736924909435,0.9962375346436692,0.7271262800815844,0.7915574853909656
348,experiment9,ae,even,09,0.45179689262720446,0.9932378664634612,0.5325365835556454,0.7487391011965495
349,experiment9,ae,even,10,0.6138172758176559,0.9964485789353547,0.7630272735756615,0.7583914989333086
350,experiment9,sup,even,01,0.34678766317062504,0.9903979162234852,0.4126234870274225,0.684888345236991
351,experiment9,sup,even,02,0.20795521566955943,0.9931043402805495,0.5890607122049151,0.24324332158426862
352,experiment9,sup,even,03,0.6162198590360244,0.9965967112300503,0.7931998822490433,0.7341706474353028
353,experiment9,sup,even,04,0.5669319632178115,0.9959956600214971,0.7440431897451916,0.7042887951024951
354,experiment9,sup,even,05,0.4325164224955546,0.9948428559285064,0.7050121123468542,0.5280847092106483
355,experiment9,sup,even,06,0.01276557318924202,0.9839607201309329,0.02301621885639584,0.027864414247286893
356,experiment9,sup,even,07,0.39065418930333107,0.9909570692502296,0.4393768946764293,0.778902119469437
357,experiment9,sup,even,08,0.5480643247260569,0.9951851826281767,0.6452165081665884,0.7844761617660699
358,experiment9,sup,even,09,0.1632113183729045,0.9772607866243399,0.18352594576498157,0.5958746869492626
359,experiment9,sup,even,10,0.4465389035523202,0.9928203733037385,0.5116365930022276,0.7782499304331695
360,experiment10,ae,uneven,01,0.4326299301339158,0.9912239921674996,0.45471484573140875,0.8990672247472405
361,experiment10,ae,uneven,02,0.6741398663738685,0.9969874301139622,0.7757282648392017,0.8373382571190057
362,experiment10,ae,uneven,03,0.6120575201302433,0.9958203651053301,0.6644080986726837,0.8859480799554772
363,experiment10,ae,uneven,04,0.6797876761120785,0.9972069748606595,0.8225340141144358,0.7966271681662184
364,experiment10,ae,uneven,05,0.599958134020875,0.9958357047589171,0.6779670940921599,0.8390774278823857
365,experiment10,ae,uneven,06,0.5548088654470794,0.9946388665829854,0.5922834612537797,0.897632408867452
366,experiment10,ae,uneven,07,0.6709041889309255,0.9970873428224877,0.8083964600106329,0.7977605277803543
367,experiment10,ae,uneven,08,0.48935629907869976,0.9927115286450232,0.5055972538473311,0.9384014701790186
368,experiment10,ae,uneven,09,0.5109780089644985,0.9933715652444441,0.531244156355651,0.930528823856785
369,experiment10,ae,uneven,10,0.5709608950606181,0.9951112890789002,0.6221353414483185,0.8740753408774696
370,experiment10,sup,uneven,01,0.16963245376359953,0.9754763814641754,0.18486352653639623,0.6730822743715796
371,experiment10,sup,uneven,02,0.08957589354354374,0.926543253292416,0.08981608389208481,0.971010921992394
372,experiment10,sup,uneven,03,0.5424591252841273,0.9951403718539147,0.6444965199007616,0.7740788192189964
373,experiment10,sup,uneven,04,0.34364466954888234,0.9873961768664216,0.3594468150616915,0.886579978666172
374,experiment10,sup,uneven,05,0.07259108289527258,0.9912036687446036,0.2521809906122578,0.09250359428624431
375,experiment10,sup,uneven,06,0.5986066514158555,0.9962484946211968,0.7461801419174393,0.751660908079028
376,experiment10,sup,uneven,07,0.5218291734587965,0.9936586821360565,0.5432459026943902,0.9297577914850199
377,experiment10,sup,uneven,08,0.3390324532838211,0.9861446035271278,0.3445589459722937,0.9548279380391429
378,experiment10,sup,uneven,09,0.66396545835976,0.9970279906607183,0.8073525660419892,0.7889632223355904
379,experiment10,sup,uneven,10,0.4175570098155973,0.9904508822566163,0.43334453203100676,0.9197517623597069
380,experiment10,ae,even,01,0.5815720538227493,0.9961161334752665,0.7459031787814919,0.7252573972729802
381,experiment10,ae,even,02,0.618252113382121,0.9964019774561029,0.7461929074252119,0.7828848205175772
382,experiment10,ae,even,03,0.4740885591340151,0.9956018127975429,0.8116834359513441,0.5326790186439105
383,experiment10,ae,even,04,0.43670771072489795,0.995451997671652,0.8482379197591737,0.4737211297653279
384,experiment10,ae,even,05,0.4631069192321588,0.9951587319737496,0.7262480535804738,0.5610448937946387
385,experiment10,ae,even,06,0.6098601711783439,0.9966169699286695,0.8115235247961383,0.7104947361098228
386,experiment10,ae,even,07,0.6348227088662775,0.9965659887733584,0.7527736213510352,0.8020388878582692
387,experiment10,ae,even,08,0.539280684116416,0.9957585318462859,0.7379423799689581,0.6670212642612002
388,experiment10,ae,even,09,0.4018400452301621,0.9942250842817957,0.6369422916164865,0.5212265791670532
389,experiment10,ae,even,10,0.6003690453775183,0.9965656651519748,0.8176493717411745,0.6931812911603747
390,experiment10,sup,even,01,0.46900638247577026,0.9927305575823843,0.5068549609480113,0.8626518875800019
391,experiment10,sup,even,02,0.26032178193101424,0.9792271533011755,0.2615543145601692,0.9822198775623783
392,experiment10,sup,even,03,0.6299691548426897,0.9961177084326671,0.6843422046097278,0.8880032000742046
393,experiment10,sup,even,04,0.6168436569631894,0.9962876528086236,0.726870547486913,0.8029577497449216
394,experiment10,sup,even,05,0.023129187968835913,0.6859529765184639,0.02312972659615549,0.9989941795751786
395,experiment10,sup,even,06,0.5499117548336335,0.9946190178047856,0.5930006052079015,0.8832871486875058
396,experiment10,sup,even,07,0.5533409020160773,0.9957899015457452,0.7245687019697642,0.700735089509322
397,experiment10,sup,even,08,0.18047594016156465,0.9674405173109393,0.18172398426329187,0.9633411789258881
398,experiment10,sup,even,09,0.595125909588725,0.9953820091537388,0.631390625877971,0.9119834662832761
399,experiment10,sup,even,10,0.22275878145944575,0.9757585145864788,0.2263546046647632,0.9334332390316297
