,tp,tn,fp,fn,iou,recall,precision
unet_model_42_0_metrics,98653.0,327028486.0,7776.0,20797.0,0.7754154025120652,0.8258936793637506,0.9269372069642673
unet_model_81_0_metrics,111353.0,327028925.0,7337.0,8097.0,0.8782682767160671,0.9322143156132273,0.9381835032437442
unet_model_30_0_metrics,105640.0,327003047.0,33215.0,13810.0,0.6919726197884256,0.8843867727082462,0.7607936336466098
unet_model_94_0_metrics,109422.0,327028079.0,8183.0,10028.0,0.8573174649189473,0.9160485558811218,0.9304196250159432
unet_model_76_0_metrics,102416.0,327027713.0,8549.0,17034.0,0.8001312510253986,0.8573964001674341,0.9229576893615103
unet_model_46_0_metrics,110496.0,327019854.0,16408.0,8954.0,0.8133197897805061,0.9250397655922981,0.8707054151169388
unet_model_83_0_metrics,108356.0,327029189.0,7073.0,11094.0,0.8564134584225793,0.9071243197990791,0.9387242374100097
unet_model_13_0_metrics,74017.0,327027782.0,8480.0,45433.0,0.5785742202767138,0.619648388447049,0.8972083833351516
unet_model_40_0_metrics,108172.0,327025184.0,11078.0,11278.0,0.828726403530277,0.905583926329008,0.9071027253668763
unet_model_35_0_metrics,102077.0,327027060.0,9202.0,17373.0,0.7934350029537046,0.8545583926329008,0.9173069491997592
unet_model_93_0_metrics,109333.0,327030758.0,5504.0,10117.0,0.8749859948461034,0.9153034742570113,0.9520711965655668
unet_model_49_0_metrics,106734.0,327030633.0,5629.0,12716.0,0.8533326937375578,0.8935454164922562,0.9499034379644545
unet_model_84_0_metrics,108716.0,327028835.0,7427.0,10734.0,0.8568613696729904,0.910138133110088,0.9360529691845397
unet_model_88_0_metrics,107142.0,327028392.0,7870.0,12308.0,0.8415174363807728,0.8969610715780661,0.9315723576670261
unet_model_73_0_metrics,107700.0,327027425.0,8837.0,11750.0,0.8395238800502,0.9016324822101298,0.9241700060924857
unet_model_06_0_metrics,31915.0,327029716.0,6546.0,87535.0,0.2533016921172101,0.267182921724571,0.8298016172226411
unet_model_27_0_metrics,88290.0,327028498.0,7764.0,31160.0,0.694027386922823,0.7391377145249058,0.9191704666125304
unet_model_38_0_metrics,109039.0,327023145.0,13117.0,10411.0,0.822519933316738,0.9128421933863541,0.8926209109663054
unet_model_50_0_metrics,104288.0,327031681.0,4581.0,15162.0,0.8408220525513783,0.8730682293846798,0.9579219061440815
unet_model_96_0_metrics,110916.0,327030250.0,6012.0,8534.0,0.8840605123463678,0.9285558811218083,0.9485837438423645
unet_model_44_0_metrics,100284.0,327031630.0,4632.0,19166.0,0.8082074757015522,0.8395479280033487,0.9558503946013954
unet_model_98_0_metrics,105617.0,327031376.0,4886.0,13833.0,0.8494482692060223,0.8841942235244873,0.9557840058640942
unet_model_02_0_metrics,0.0,327036262.0,0.0,119450.0,0.0,0.0,
unet_model_87_0_metrics,108177.0,327029656.0,6606.0,11273.0,0.8581662118423558,0.9056257848472165,0.9424479234729881
unet_model_01_0_metrics,0.0,327027503.0,8759.0,119450.0,0.0,0.0,0.0
unet_model_26_0_metrics,77988.0,327033082.0,3180.0,41462.0,0.6359618364184947,0.6528924236082043,0.9608219988172679
unet_model_54_0_metrics,108289.0,327029155.0,7107.0,11161.0,0.8556539740986275,0.9065634156550858,0.9384120766751014
unet_model_74_0_metrics,110855.0,327029580.0,6682.0,8595.0,0.8788808549773254,0.9280452071996651,0.9431498166534793
unet_model_60_0_metrics,110767.0,327025385.0,10877.0,8683.0,0.849915980571946,0.9273084972791963,0.910583341554043
